candidate_id,name,primary_family,primary_title,years_experience,seniority,location,work_authorization,domain,top_skills,education_level,degree_major,last_updated,resume_text
CAND-1115,Priya Jackson,ml_engineer,ML Engineer,4,Mid,"Chicago, IL",H1B,FinTech,AWS;CI/CD;Chroma;Docker;FastAPI;Feature engineering;Kubernetes;Model deployment;Monitoring;SageMaker;Vector databases;Vertex AI,Bootcamp,Information Systems,2026-01-01,"Priya Jackson — MLOps Engineer
    Location: Chicago, IL
    Summary: MLOps Engineer with 4 years of experience in FinTech. Strong in AWS, CI/CD, Chroma, Docker.

    Experience:
    Umbrella Health (FinTech) — MLOps Engineer
    - Delivered experiment frameworks for Logistics clients, improving key metrics by 10%.
- Analyzed experiment frameworks for Retail clients, improving key metrics by 10%.
- Optimized ETL pipelines for E-commerce clients, improving key metrics by 2x.
- Deployed ETL pipelines for Cybersecurity clients, improving key metrics by 25%.
- Deployed monitoring alerts for Insurance clients, improving key metrics by 25%.
- Tech: Feature engineering, Python, MLflow, TensorFlow, Vector databases.

    Skills: AWS, CI/CD, Chroma, Docker, FastAPI, Feature engineering, Kubernetes, Model deployment, Monitoring, SageMaker, Vector databases, Vertex AI
    Education: Bootcamp in Information Systems"
CAND-1116,Emma Garcia,data_analyst,Analytics Engineer,4,Mid,"Dallas, TX",US Citizen,Cybersecurity,A/B testing;Airflow;BigQuery;Data modeling;ETL;Excel;Jupyter;Looker;Pandas;Power BI;SQL;Statistics;Tableau,BS,Data Science,2025-11-28,"Emma Garcia — Data Analyst
    Location: Dallas, TX
    Summary: Data Analyst with 4 years of experience in Cybersecurity. Strong in A/B testing, Airflow, BigQuery, Data modeling.

    Experience:
    Wayne Tech (Cybersecurity) — Data Analyst
    - Designed customer segmentation for E-commerce clients, improving key metrics by 25%.
- Optimized API services for FinTech clients, improving key metrics by 15%.
- Designed experiment frameworks for Retail clients, improving key metrics by 50%.
- Improved fraud detection models for Insurance clients, improving key metrics by 20%.
- Tech: Pandas, Tableau, Jupyter, Statistics, NumPy.

    Skills: A/B testing, Airflow, BigQuery, Data modeling, ETL, Excel, Jupyter, Looker, Pandas, Power BI, SQL, Statistics, Tableau
    Education: BS in Data Science"
CAND-1117,Lucas Harris,frontend,Frontend Engineer,5,Mid,"Dallas, TX",Green Card,FinTech,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;Next.js;REST APIs;React;Redux;Tailwind;Testing Library;TypeScript,PhD,Computer Science,2025-09-22,"Lucas Harris — Frontend Engineer
    Location: Dallas, TX
    Summary: Frontend Engineer with 5 years of experience in FinTech. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Hooli (FinTech) — Frontend Engineer
    - Built dashboards for E-commerce clients, improving key metrics by 25%.
- Automated experiment frameworks for Insurance clients, improving key metrics by 35%.
- Implemented forecasting pipelines for EdTech clients, improving key metrics by 35%.
- Tech: REST APIs, Figma, JavaScript, Accessibility, CSS.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, Next.js, REST APIs, React, Redux, Tailwind, Testing Library, TypeScript
    Education: PhD in Computer Science"
CAND-1118,Emma Johnson,frontend,Frontend Engineer,7,Senior,"Chicago, IL",F1 OPT,EdTech,Accessibility;CSS;Cypress;Figma;JavaScript;Next.js;REST APIs;React;Redux;Tailwind;Testing Library;TypeScript,Bootcamp,Mathematics,2025-04-30,"Emma Johnson — UI Engineer
    Location: Chicago, IL
    Summary: UI Engineer with 7 years of experience in EdTech. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Soylent Analytics (EdTech) — UI Engineer
    - Improved fraud detection models for Media clients, improving key metrics by 2x.
- Automated data quality checks for Logistics clients, improving key metrics by 25%.
- Delivered customer segmentation for Healthcare clients, improving key metrics by 2x.
- Analyzed recommendation models for Logistics clients, improving key metrics by 25%.
- Deployed customer segmentation for Cybersecurity clients, improving key metrics by 3x.
- Tech: JavaScript, Figma, Testing Library, Tailwind, React.

    Skills: Accessibility, CSS, Cypress, Figma, JavaScript, Next.js, REST APIs, React, Redux, Tailwind, Testing Library, TypeScript
    Education: Bootcamp in Mathematics"
CAND-1119,Nina Jackson,backend,Senior Software Engineer,9,Senior,"Chicago, IL",US Citizen,EdTech,Django;FastAPI;Flask;GCP;Kafka;Kubernetes;Microservices;Node.js;PostgreSQL;REST APIs;Redis;Spring;gRPC,PhD,Computer Science,2025-05-19,"Nina Jackson — Senior Software Engineer
    Location: Chicago, IL
    Summary: Senior Software Engineer with 9 years of experience in EdTech. Strong in Django, FastAPI, Flask, GCP.

    Experience:
    Globex (EdTech) — Senior Software Engineer
    - Implemented recommendation models for Insurance clients, improving key metrics by 20%.
- Designed forecasting pipelines for Healthcare clients, improving key metrics by 50%.
- Built retrieval pipelines for Cybersecurity clients, improving key metrics by 15%.
- Tech: CI/CD, PostgreSQL, Java, Docker, FastAPI.

    Skills: Django, FastAPI, Flask, GCP, Kafka, Kubernetes, Microservices, Node.js, PostgreSQL, REST APIs, Redis, Spring, gRPC
    Education: PhD in Computer Science"
CAND-1120,Ava Harris,frontend,UI Engineer,3,Mid,"Atlanta, GA",US Citizen,Healthcare,Accessibility;CSS;Cypress;Figma;JavaScript;Next.js;REST APIs;React;Redux;Tailwind;Testing Library,BS,Mathematics,2025-09-08,"Ava Harris — Frontend Engineer
    Location: Atlanta, GA
    Summary: Frontend Engineer with 3 years of experience in Healthcare. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Umbrella Health (Healthcare) — Frontend Engineer
    - Designed ETL pipelines for Media clients, improving key metrics by 50%.
- Migrated fraud detection models for Media clients, improving key metrics by 50%.
- Optimized retrieval pipelines for Media clients, improving key metrics by 2x.
- Analyzed LLM-powered assistants for EdTech clients, improving key metrics by 35%.
- Improved monitoring alerts for Healthcare clients, improving key metrics by 15%.
- Tech: React, REST APIs, Testing Library, Tailwind, Figma.

    Skills: Accessibility, CSS, Cypress, Figma, JavaScript, Next.js, REST APIs, React, Redux, Tailwind, Testing Library
    Education: BS in Mathematics"
CAND-1121,Jordan Anderson,frontend,UI Engineer,7,Senior,"New York, NY",F1 OPT,EdTech,Accessibility;CSS;Cypress;Figma;HTML;Next.js;REST APIs;React;Redux;Tailwind;Testing Library;TypeScript,PhD,Statistics,2025-07-22,"Jordan Anderson — Frontend Engineer
    Location: New York, NY
    Summary: Frontend Engineer with 7 years of experience in EdTech. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Acme Corp (EdTech) — Frontend Engineer
    - Delivered dashboards for Logistics clients, improving key metrics by 2x.
- Built API services for Insurance clients, improving key metrics by 50%.
- Automated dashboards for Media clients, improving key metrics by 10%.
- Analyzed customer segmentation for Healthcare clients, improving key metrics by 2x.
- Tech: JavaScript, Redux, CSS, React, Cypress.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, Next.js, REST APIs, React, Redux, Tailwind, Testing Library, TypeScript
    Education: PhD in Statistics"
CAND-1122,Taylor Lee,ml_engineer,ML Engineer,3,Mid,"San Francisco, CA",Requires Sponsorship,Logistics,Docker;FastAPI;Feature engineering;Kubernetes;LangChain;Pinecone;PyTorch;SageMaker,Bootcamp,Mathematics,2025-04-21,"Taylor Lee — ML Engineer
    Location: San Francisco, CA
    Summary: ML Engineer with 3 years of experience in Logistics. Strong in Docker, FastAPI, Feature engineering, Kubernetes.

    Experience:
    Wayne Tech (Logistics) — ML Engineer
    - Delivered LLM-powered assistants for FinTech clients, improving key metrics by 35%.
- Automated data quality checks for Retail clients, improving key metrics by 15%.
- Designed experiment frameworks for FinTech clients, improving key metrics by 50%.
- Tech: Chroma, FastAPI, TensorFlow, Azure, RAG.

    Skills: Docker, FastAPI, Feature engineering, Kubernetes, LangChain, Pinecone, PyTorch, SageMaker
    Education: Bootcamp in Mathematics"
CAND-1123,Taylor Johnson,ml_engineer,Senior ML Engineer,5,Mid,"Chicago, IL",F1 OPT,E-commerce,AWS;FAISS;FastAPI;Monitoring;Pinecone;PyTorch;RAG;Vertex AI,Bootcamp,Data Science,2025-11-27,"Taylor Johnson — Senior ML Engineer
    Location: Chicago, IL
    Summary: Senior ML Engineer with 5 years of experience in E-commerce. Strong in AWS, FAISS, FastAPI, Monitoring.

    Experience:
    Stark Systems (E-commerce) — Senior ML Engineer
    - Improved retrieval pipelines for Media clients, improving key metrics by 20%.
- Migrated API services for Retail clients, improving key metrics by 35%.
- Analyzed LLM-powered assistants for E-commerce clients, improving key metrics by 2x.
- Tech: LangChain, Vector databases, Kubernetes, FastAPI, Chroma.

    Skills: AWS, FAISS, FastAPI, Monitoring, Pinecone, PyTorch, RAG, Vertex AI
    Education: Bootcamp in Data Science"
CAND-1124,Nandita Lee,backend,Senior Software Engineer,3,Mid,"Austin, TX",Green Card,Logistics,AWS;Django;Docker;FastAPI;Flask;GCP;Kafka;Microservices;Node.js;PostgreSQL;REST APIs;Spring;Terraform;gRPC,BS,Data Science,2025-08-15,"Nandita Lee — Senior Software Engineer
    Location: Austin, TX
    Summary: Senior Software Engineer with 3 years of experience in Logistics. Strong in AWS, Django, Docker, FastAPI.

    Experience:
    Wonka Digital (Logistics) — Senior Software Engineer
    - Implemented forecasting pipelines for Insurance clients, improving key metrics by 20%.
- Optimized vector indexes for E-commerce clients, improving key metrics by 3x.
- Designed ETL pipelines for Insurance clients, improving key metrics by 20%.
- Delivered recommendation models for FinTech clients, improving key metrics by 10%.
- Automated monitoring alerts for Logistics clients, improving key metrics by 35%.
- Tech: GCP, Terraform, Python, Kafka, FastAPI.

    Skills: AWS, Django, Docker, FastAPI, Flask, GCP, Kafka, Microservices, Node.js, PostgreSQL, REST APIs, Spring, Terraform, gRPC
    Education: BS in Data Science"
CAND-1125,Ethan Martinez,backend,Software Engineer,8,Senior,"San Francisco, CA",Requires Sponsorship,Media,Django;Docker;FastAPI;GCP;Java;Kubernetes;Microservices;Node.js;Python;Redis;gRPC,BS,Statistics,2026-02-06,"Ethan Martinez — Backend Engineer
    Location: San Francisco, CA
    Summary: Backend Engineer with 8 years of experience in Media. Strong in Django, Docker, FastAPI, GCP.

    Experience:
    Hooli (Media) — Backend Engineer
    - Deployed vector indexes for Healthcare clients, improving key metrics by 3x.
- Built API services for Insurance clients, improving key metrics by 15%.
- Migrated customer segmentation for EdTech clients, improving key metrics by 35%.
- Improved retrieval pipelines for E-commerce clients, improving key metrics by 35%.
- Optimized customer segmentation for Media clients, improving key metrics by 25%.
- Tech: Python, Java, REST APIs, Redis, Flask.

    Skills: Django, Docker, FastAPI, GCP, Java, Kubernetes, Microservices, Node.js, Python, Redis, gRPC
    Education: BS in Statistics"
CAND-1126,Olivia Patel,ml_engineer,Senior ML Engineer,5,Mid,"New York, NY",Green Card,EdTech,AWS;Azure;Docker;FAISS;FastAPI;GCP;MLflow;PyTorch;Python;RAG;TensorFlow;Vector databases;scikit-learn,Bootcamp,Mathematics,2025-12-28,"Olivia Patel — MLOps Engineer
    Location: New York, NY
    Summary: MLOps Engineer with 5 years of experience in EdTech. Strong in AWS, Azure, Docker, FAISS.

    Experience:
    Soylent Analytics (EdTech) — MLOps Engineer
    - Delivered vector indexes for Retail clients, improving key metrics by 50%.
- Optimized retrieval pipelines for Retail clients, improving key metrics by 2x.
- Deployed retrieval pipelines for Cybersecurity clients, improving key metrics by 3x.
- Analyzed recommendation models for E-commerce clients, improving key metrics by 50%.
- Delivered customer segmentation for E-commerce clients, improving key metrics by 50%.
- Tech: Azure, SageMaker, RAG, MLflow, CI/CD.

    Skills: AWS, Azure, Docker, FAISS, FastAPI, GCP, MLflow, PyTorch, Python, RAG, TensorFlow, Vector databases, scikit-learn
    Education: Bootcamp in Mathematics"
CAND-1127,Taylor Harris,frontend,UI Engineer,2,Junior,"New York, NY",Requires Sponsorship,Healthcare,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;Next.js;REST APIs;React;Redux;Testing Library;TypeScript,Bootcamp,Mathematics,2025-09-23,"Taylor Harris — Frontend Engineer
    Location: New York, NY
    Summary: Frontend Engineer with 2 years of experience in Healthcare. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Umbrella Health (Healthcare) — Frontend Engineer
    - Implemented recommendation models for Logistics clients, improving key metrics by 20%.
- Delivered retrieval pipelines for Insurance clients, improving key metrics by 50%.
- Optimized vector indexes for EdTech clients, improving key metrics by 20%.
- Tech: TypeScript, Accessibility, Redux, React, Testing Library.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, Next.js, REST APIs, React, Redux, Testing Library, TypeScript
    Education: Bootcamp in Mathematics"
CAND-1128,Nina Johnson,frontend,UI Engineer,6,Senior,"Atlanta, GA",US Citizen,Cybersecurity,Accessibility;Cypress;Figma;JavaScript;Next.js;REST APIs;React;Tailwind;TypeScript,MS,Information Systems,2025-11-12,"Nina Johnson — UI Engineer
    Location: Atlanta, GA
    Summary: UI Engineer with 6 years of experience in Cybersecurity. Strong in Accessibility, Cypress, Figma, JavaScript.

    Experience:
    Wonka Digital (Cybersecurity) — UI Engineer
    - Automated forecasting pipelines for Retail clients, improving key metrics by 50%.
- Migrated experiment frameworks for Retail clients, improving key metrics by 20%.
- Automated LLM-powered assistants for Media clients, improving key metrics by 20%.
- Designed forecasting pipelines for FinTech clients, improving key metrics by 25%.
- Optimized customer segmentation for FinTech clients, improving key metrics by 15%.
- Tech: Testing Library, Tailwind, REST APIs, JavaScript, Next.js.

    Skills: Accessibility, Cypress, Figma, JavaScript, Next.js, REST APIs, React, Tailwind, TypeScript
    Education: MS in Information Systems"
CAND-1129,Lucas Jackson,ml_engineer,MLOps Engineer,4,Mid,"Atlanta, GA",Requires Sponsorship,E-commerce,Azure;Chroma;FAISS;GCP;MLflow;Model deployment;Monitoring;PyTorch;RAG;TensorFlow;Vector databases,MS,Electrical Engineering,2025-05-07,"Lucas Jackson — Senior ML Engineer
    Location: Atlanta, GA
    Summary: Senior ML Engineer with 4 years of experience in E-commerce. Strong in Azure, Chroma, FAISS, GCP.

    Experience:
    Hooli (E-commerce) — Senior ML Engineer
    - Automated forecasting pipelines for E-commerce clients, improving key metrics by 20%.
- Improved retrieval pipelines for Cybersecurity clients, improving key metrics by 50%.
- Designed API services for E-commerce clients, improving key metrics by 3x.
- Designed ETL pipelines for Cybersecurity clients, improving key metrics by 35%.
- Tech: Chroma, Model deployment, PyTorch, RAG, SageMaker.

    Skills: Azure, Chroma, FAISS, GCP, MLflow, Model deployment, Monitoring, PyTorch, RAG, TensorFlow, Vector databases
    Education: MS in Electrical Engineering"
CAND-1130,Nandita Anderson,frontend,UI Engineer,2,Junior,"Seattle, WA",Requires Sponsorship,Media,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;REST APIs;React;Tailwind;Testing Library;TypeScript,PhD,Data Science,2025-06-27,"Nandita Anderson — UI Engineer
    Location: Seattle, WA
    Summary: UI Engineer with 2 years of experience in Media. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Initech (Media) — UI Engineer
    - Implemented fraud detection models for Logistics clients, improving key metrics by 20%.
- Built forecasting pipelines for Cybersecurity clients, improving key metrics by 25%.
- Analyzed experiment frameworks for Cybersecurity clients, improving key metrics by 20%.
- Tech: Next.js, REST APIs, Cypress, Redux, Figma.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, REST APIs, React, Tailwind, Testing Library, TypeScript
    Education: PhD in Data Science"
CAND-1131,Casey Anderson,backend,Software Engineer,0,Junior,"Chicago, IL",No Sponsorship Needed,Media,AWS;Flask;GCP;Java;Kafka;Microservices;Node.js;Python;Spring;Terraform,BS,Mathematics,2025-04-08,"Casey Anderson — Software Engineer
    Location: Chicago, IL
    Summary: Software Engineer with 0 years of experience in Media. Strong in AWS, Flask, GCP, Java.

    Experience:
    Stark Systems (Media) — Software Engineer
    - Built ETL pipelines for E-commerce clients, improving key metrics by 15%.
- Implemented vector indexes for Media clients, improving key metrics by 10%.
- Implemented forecasting pipelines for FinTech clients, improving key metrics by 3x.
- Tech: Node.js, Redis, Kafka, Docker, GCP.

    Skills: AWS, Flask, GCP, Java, Kafka, Microservices, Node.js, Python, Spring, Terraform
    Education: BS in Mathematics"
CAND-1132,Priya White,genai,Senior AI Engineer,8,Senior,"Austin, TX",Requires Sponsorship,Logistics,Chroma;Docker;Evaluation;FAISS;FastAPI;LLMs;LangChain;Python;RAG;Vector databases;Vertex AI,Associate,Mathematics,2025-05-16,"Priya White — AI Engineer
    Location: Austin, TX
    Summary: AI Engineer with 8 years of experience in Logistics. Strong in Chroma, Docker, Evaluation, FAISS.

    Experience:
    Wonka Digital (Logistics) — AI Engineer
    - Delivered experiment frameworks for Retail clients, improving key metrics by 10%.
- Delivered data quality checks for Media clients, improving key metrics by 10%.
- Delivered retrieval pipelines for E-commerce clients, improving key metrics by 3x.
- Delivered retrieval pipelines for Media clients, improving key metrics by 25%.
- Improved forecasting pipelines for Insurance clients, improving key metrics by 2x.
- Tech: LangGraph, FAISS, Python, LLMs, FastAPI.

    Skills: Chroma, Docker, Evaluation, FAISS, FastAPI, LLMs, LangChain, Python, RAG, Vector databases, Vertex AI
    Education: Associate in Mathematics"
CAND-1133,Emma Moore,frontend,UI Engineer,3,Mid,"Seattle, WA",H1B,Retail,Accessibility;CSS;Cypress;JavaScript;Next.js;REST APIs;React;Testing Library,PhD,Computer Science,2025-09-10,"Emma Moore — UI Engineer
    Location: Seattle, WA
    Summary: UI Engineer with 3 years of experience in Retail. Strong in Accessibility, CSS, Cypress, JavaScript.

    Experience:
    Acme Corp (Retail) — UI Engineer
    - Automated data quality checks for FinTech clients, improving key metrics by 15%.
- Implemented fraud detection models for EdTech clients, improving key metrics by 3x.
- Improved forecasting pipelines for E-commerce clients, improving key metrics by 20%.
- Tech: Redux, React, Figma, REST APIs, Testing Library.

    Skills: Accessibility, CSS, Cypress, JavaScript, Next.js, REST APIs, React, Testing Library
    Education: PhD in Computer Science"
CAND-1134,Priya Harris,backend,Software Engineer,11,Senior,Remote,H1B,Media,Flask;Java;Kafka;Kubernetes;Microservices;Node.js;Python;Redis;Spring;gRPC,PhD,Computer Science,2025-08-02,"Priya Harris — Senior Software Engineer
    Location: Remote
    Summary: Senior Software Engineer with 11 years of experience in Media. Strong in Flask, Java, Kafka, Kubernetes.

    Experience:
    Soylent Analytics (Media) — Senior Software Engineer
    - Delivered retrieval pipelines for E-commerce clients, improving key metrics by 15%.
- Delivered ETL pipelines for EdTech clients, improving key metrics by 10%.
- Built API services for Healthcare clients, improving key metrics by 15%.
- Tech: Terraform, REST APIs, Docker, GCP, AWS.

    Skills: Flask, Java, Kafka, Kubernetes, Microservices, Node.js, Python, Redis, Spring, gRPC
    Education: PhD in Computer Science"
CAND-1135,Lucas Johnson,data_analyst,BI Analyst,1,Junior,"New York, NY",US Citizen,FinTech,A/B testing;Airflow;BigQuery;Data modeling;Data visualization;Excel;Jupyter;Looker;Pandas;PostgreSQL;Power BI;SQL;Statistics;Tableau,PhD,Information Systems,2025-05-22,"Lucas Johnson — Senior Data Analyst
    Location: New York, NY
    Summary: Senior Data Analyst with 1 years of experience in FinTech. Strong in A/B testing, Airflow, BigQuery, Data modeling.

    Experience:
    Umbrella Health (FinTech) — Senior Data Analyst
    - Built forecasting pipelines for Media clients, improving key metrics by 15%.
- Designed dashboards for FinTech clients, improving key metrics by 10%.
- Delivered ETL pipelines for Cybersecurity clients, improving key metrics by 3x.
- Built ETL pipelines for FinTech clients, improving key metrics by 10%.
- Delivered experiment frameworks for Insurance clients, improving key metrics by 10%.
- Tech: dbt, Statistics, Data modeling, ETL, Data visualization.

    Skills: A/B testing, Airflow, BigQuery, Data modeling, Data visualization, Excel, Jupyter, Looker, Pandas, PostgreSQL, Power BI, SQL, Statistics, Tableau
    Education: PhD in Information Systems"
CAND-1136,Emma Garcia,genai,GenAI Engineer,2,Junior,"Dallas, TX",Requires Sponsorship,Logistics,Chroma;Docker;Evaluation;FastAPI;LangChain;OpenAI API;Python;RAG,PhD,Information Systems,2025-09-18,"Emma Garcia — GenAI Engineer
    Location: Dallas, TX
    Summary: GenAI Engineer with 2 years of experience in Logistics. Strong in Chroma, Docker, Evaluation, FastAPI.

    Experience:
    Initech (Logistics) — GenAI Engineer
    - Deployed retrieval pipelines for Media clients, improving key metrics by 3x.
- Improved dashboards for FinTech clients, improving key metrics by 2x.
- Improved vector indexes for Healthcare clients, improving key metrics by 20%.
- Tech: OpenAI API, LLMs, Prompt engineering, FAISS, Guardrails.

    Skills: Chroma, Docker, Evaluation, FastAPI, LangChain, OpenAI API, Python, RAG
    Education: PhD in Information Systems"
CAND-1137,Taylor Thomas,frontend,Frontend Engineer,11,Senior,"Atlanta, GA",H1B,EdTech,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;Next.js;Redux;Testing Library;TypeScript,BS,Statistics,2025-02-25,"Taylor Thomas — UI Engineer
    Location: Atlanta, GA
    Summary: UI Engineer with 11 years of experience in EdTech. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Wonka Digital (EdTech) — UI Engineer
    - Optimized recommendation models for EdTech clients, improving key metrics by 10%.
- Migrated recommendation models for EdTech clients, improving key metrics by 3x.
- Improved forecasting pipelines for Healthcare clients, improving key metrics by 20%.
- Tech: Redux, TypeScript, CSS, REST APIs, Cypress.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, Next.js, Redux, Testing Library, TypeScript
    Education: BS in Statistics"
CAND-1138,Nina Anderson,ml_engineer,MLOps Engineer,9,Senior,"Dallas, TX",Green Card,Media,Azure;FastAPI;Feature engineering;Monitoring;PyTorch;SageMaker;Vector databases;scikit-learn,Associate,Statistics,2025-03-30,"Nina Anderson — Senior ML Engineer
    Location: Dallas, TX
    Summary: Senior ML Engineer with 9 years of experience in Media. Strong in Azure, FastAPI, Feature engineering, Monitoring.

    Experience:
    Soylent Analytics (Media) — Senior ML Engineer
    - Improved LLM-powered assistants for EdTech clients, improving key metrics by 35%.
- Optimized monitoring alerts for Retail clients, improving key metrics by 15%.
- Delivered experiment frameworks for Media clients, improving key metrics by 3x.
- Tech: SageMaker, AWS, Docker, Vertex AI, PyTorch.

    Skills: Azure, FastAPI, Feature engineering, Monitoring, PyTorch, SageMaker, Vector databases, scikit-learn
    Education: Associate in Statistics"
CAND-1139,Casey Wilson,data_analyst,Data Analyst,5,Mid,"Austin, TX",Green Card,Cybersecurity,A/B testing;BigQuery;Data modeling;ETL;Excel;Looker;NumPy;Tableau;dbt,BS,Computer Science,2025-12-01,"Casey Wilson — Data Analyst
    Location: Austin, TX
    Summary: Data Analyst with 5 years of experience in Cybersecurity. Strong in A/B testing, BigQuery, Data modeling, ETL.

    Experience:
    Initech (Cybersecurity) — Data Analyst
    - Implemented forecasting pipelines for Retail clients, improving key metrics by 10%.
- Delivered retrieval pipelines for Insurance clients, improving key metrics by 25%.
- Optimized vector indexes for Logistics clients, improving key metrics by 3x.
- Delivered experiment frameworks for Retail clients, improving key metrics by 10%.
- Automated ETL pipelines for Media clients, improving key metrics by 20%.
- Tech: BigQuery, Power BI, ETL, Python, Snowflake.

    Skills: A/B testing, BigQuery, Data modeling, ETL, Excel, Looker, NumPy, Tableau, dbt
    Education: BS in Computer Science"
CAND-1140,Jordan White,data_analyst,Senior Data Analyst,5,Mid,"Austin, TX",No Sponsorship Needed,Logistics,A/B testing;BigQuery;Dashboarding;Data visualization;ETL;Excel;Jupyter;Pandas;PostgreSQL;SQL;Snowflake;Statistics;Tableau;dbt,MS,Information Systems,2025-07-29,"Jordan White — BI Analyst
    Location: Austin, TX
    Summary: BI Analyst with 5 years of experience in Logistics. Strong in A/B testing, BigQuery, Dashboarding, Data visualization.

    Experience:
    Hooli (Logistics) — BI Analyst
    - Deployed vector indexes for E-commerce clients, improving key metrics by 2x.
- Built ETL pipelines for E-commerce clients, improving key metrics by 20%.
- Improved vector indexes for E-commerce clients, improving key metrics by 15%.
- Tech: Excel, Power BI, PostgreSQL, Pandas, Dashboarding.

    Skills: A/B testing, BigQuery, Dashboarding, Data visualization, ETL, Excel, Jupyter, Pandas, PostgreSQL, SQL, Snowflake, Statistics, Tableau, dbt
    Education: MS in Information Systems"
CAND-1141,Priya Martinez,backend,Software Engineer,7,Senior,"Seattle, WA",No Sponsorship Needed,EdTech,AWS;Docker;FastAPI;Flask;GCP;Microservices;PostgreSQL;Python;Terraform,PhD,Statistics,2025-04-21,"Priya Martinez — Software Engineer
    Location: Seattle, WA
    Summary: Software Engineer with 7 years of experience in EdTech. Strong in AWS, Docker, FastAPI, Flask.

    Experience:
    Acme Corp (EdTech) — Software Engineer
    - Delivered forecasting pipelines for Healthcare clients, improving key metrics by 3x.
- Delivered forecasting pipelines for E-commerce clients, improving key metrics by 35%.
- Analyzed experiment frameworks for Cybersecurity clients, improving key metrics by 10%.
- Tech: CI/CD, Node.js, gRPC, Microservices, FastAPI.

    Skills: AWS, Docker, FastAPI, Flask, GCP, Microservices, PostgreSQL, Python, Terraform
    Education: PhD in Statistics"
CAND-1142,Noah Thomas,frontend,Frontend Engineer,10,Senior,"San Francisco, CA",H1B,FinTech,CSS;Cypress;Figma;HTML;JavaScript;Next.js;REST APIs;React;Redux;Testing Library,PhD,Data Science,2025-11-17,"Noah Thomas — Frontend Engineer
    Location: San Francisco, CA
    Summary: Frontend Engineer with 10 years of experience in FinTech. Strong in CSS, Cypress, Figma, HTML.

    Experience:
    Wayne Tech (FinTech) — Frontend Engineer
    - Delivered API services for Cybersecurity clients, improving key metrics by 20%.
- Delivered recommendation models for Logistics clients, improving key metrics by 20%.
- Delivered dashboards for Cybersecurity clients, improving key metrics by 10%.
- Designed recommendation models for Logistics clients, improving key metrics by 35%.
- Deployed recommendation models for Logistics clients, improving key metrics by 10%.
- Tech: HTML, JavaScript, TypeScript, Cypress, React.

    Skills: CSS, Cypress, Figma, HTML, JavaScript, Next.js, REST APIs, React, Redux, Testing Library
    Education: PhD in Data Science"
CAND-1143,Nina Jackson,frontend,Frontend Engineer,2,Junior,"San Francisco, CA",F1 OPT,Insurance,Accessibility;CSS;Cypress;HTML;JavaScript;Next.js;REST APIs;React;Tailwind;Testing Library;TypeScript,MS,Mathematics,2025-03-21,"Nina Jackson — Frontend Engineer
    Location: San Francisco, CA
    Summary: Frontend Engineer with 2 years of experience in Insurance. Strong in Accessibility, CSS, Cypress, HTML.

    Experience:
    Umbrella Health (Insurance) — Frontend Engineer
    - Automated dashboards for Healthcare clients, improving key metrics by 10%.
- Built recommendation models for Retail clients, improving key metrics by 25%.
- Improved API services for Media clients, improving key metrics by 25%.
- Optimized LLM-powered assistants for Cybersecurity clients, improving key metrics by 15%.
- Deployed recommendation models for FinTech clients, improving key metrics by 15%.
- Tech: HTML, Redux, Tailwind, CSS, Testing Library.

    Skills: Accessibility, CSS, Cypress, HTML, JavaScript, Next.js, REST APIs, React, Tailwind, Testing Library, TypeScript
    Education: MS in Mathematics"
